Time (s),Frame,Event
24.29,1433,Crowded Scene (20 people)
24.31,1434,Person 2631 Walking
24.31,1434,Vehicle 2723 Stopping
24.31,1434,Person 2650 Walking
24.31,1434,Vehicle 2760 Stopping
24.31,1434,Person 2806 Walking
24.31,1434,Crowded Scene (21 people)
24.32,1435,Person 2631 Walking
24.32,1435,Person 2653 Walking
24.32,1435,Person 2697 Walking
24.32,1435,Vehicle 2723 Stopping
24.32,1435,Vehicle 2760 Stopping
24.32,1435,Person 2806 Walking
24.32,1435,Crowded Scene (21 people)
24.34,1436,Person 2631 Walking
24.34,1436,Person 2697 Walking
24.34,1436,Vehicle 2723 Stopping
24.34,1436,Vehicle 2760 Stopping
24.34,1436,Crowded Scene (20 people)
24.36,1437,Person 2631 Walking
24.36,1437,Vehicle 2723 Stopping
24.36,1437,Person 2746 Walking
24.36,1437,Vehicle 2760 Stopping
24.36,1437,Person 2766 Walking
24.36,1437,Crowded Scene (19 people)
24.37,1438,Person 2612 Walking
24.37,1438,Vehicle 2723 Stopping
24.37,1438,Vehicle 2760 Stopping
24.37,1438,Crowded Scene (18 people)
24.39,1439,Vehicle 2723 Stopping
24.39,1439,Vehicle 2760 Stopping
24.39,1439,Crowded Scene (16 people)
24.41,1440,Vehicle 2723 Stopping
24.41,1440,Vehicle 2760 Stopping
24.41,1440,Person 2744 Walking
24.41,1440,Person 2639 Walking
24.41,1440,Crowded Scene (17 people)
24.42,1441,Vehicle 2723 Stopping
24.42,1441,Vehicle 2760 Stopping
24.42,1441,Person 2826 Walking
24.42,1441,Crowded Scene (16 people)
24.44,1442,Vehicle 2723 Stopping
24.44,1442,Vehicle 2760 Stopping
24.44,1442,Crowded Scene (15 people)
24.46,1443,Vehicle 2723 Stopping
24.46,1443,Vehicle 2760 Stopping
24.46,1443,Crowded Scene (15 people)
24.47,1444,Vehicle 2723 Stopping
24.47,1444,Vehicle 2760 Stopping
24.47,1444,Crowded Scene (15 people)
24.49,1445,Vehicle 2723 Stopping
24.49,1445,Vehicle 2760 Stopping
24.49,1445,Crowded Scene (15 people)
24.51,1446,Vehicle 2723 Stopping
24.51,1446,Vehicle 2760 Stopping
24.51,1446,Crowded Scene (16 people)
24.53,1447,Vehicle 2723 Stopping
24.53,1447,Vehicle 2760 Stopping
24.53,1447,Person 2840 Walking
24.53,1447,Crowded Scene (16 people)
24.54,1448,Person 2653 Walking
24.54,1448,Vehicle 2723 Stopping
24.54,1448,Person 2650 Walking
24.54,1448,Vehicle 2760 Stopping
24.54,1448,Crowded Scene (15 people)
24.56,1449,Vehicle 2723 Stopping
24.56,1449,Person 2650 Walking
24.56,1449,Vehicle 2760 Stopping
24.56,1449,Crowded Scene (15 people)
24.58,1450,Vehicle 2723 Stopping
24.58,1450,Person 2650 Walking
24.58,1450,Vehicle 2760 Stopping
24.58,1450,Person 2639 Walking
24.58,1450,Person 2840 Walking
24.58,1450,Crowded Scene (16 people)
24.59,1451,Person 2653 Walking
24.59,1451,Vehicle 2723 Stopping
24.59,1451,Person 2650 Walking
24.59,1451,Vehicle 2760 Stopping
24.59,1451,Person 2639 Walking
24.59,1451,Person 2848 Walking
24.59,1451,Crowded Scene (15 people)
24.61,1452,Person 2653 Walking
24.61,1452,Vehicle 2723 Stopping
24.61,1452,Person 2650 Walking
24.61,1452,Vehicle 2760 Stopping
24.61,1452,Person 2639 Walking
24.61,1452,Person 2848 Walking
24.61,1452,Crowded Scene (14 people)
24.63,1453,Vehicle 2723 Stopping
24.63,1453,Vehicle 2760 Stopping
24.63,1453,Person 2805 Walking
24.63,1453,Person 2639 Walking
24.63,1453,Person 2848 Walking
24.63,1453,Crowded Scene (13 people)
24.64,1454,Vehicle 2723 Stopping
24.64,1454,Vehicle 2760 Stopping
24.64,1454,Person 2639 Walking
24.64,1454,Person 2840 Walking
24.64,1454,Person 2848 Walking
24.64,1454,Crowded Scene (13 people)
24.66,1455,Person 2653 Walking
24.66,1455,Vehicle 2723 Stopping
24.66,1455,Vehicle 2760 Stopping
24.66,1455,Person 2848 Walking
24.66,1455,Crowded Scene (13 people)
24.68,1456,Person 2653 Walking
24.68,1456,Vehicle 2723 Stopping
24.68,1456,Vehicle 2760 Stopping
24.68,1456,Person 2848 Walking
24.68,1456,Crowded Scene (14 people)
24.69,1457,Person 2653 Walking
24.69,1457,Vehicle 2723 Stopping
24.69,1457,Vehicle 2760 Stopping
24.69,1457,Person 2639 Walking
24.69,1457,Crowded Scene (14 people)
24.71,1458,Person 2612 Walking
24.71,1458,Person 2674 Walking
24.71,1458,Vehicle 2723 Stopping
24.71,1458,Vehicle 2760 Stopping
24.71,1458,Person 2869 Walking
24.71,1458,Person 2746 Walking
24.71,1458,Crowded Scene (15 people)
24.73,1459,Person 2612 Walking
24.73,1459,Person 2674 Walking
24.73,1459,Vehicle 2723 Stopping
24.73,1459,Vehicle 2760 Stopping
24.73,1459,Person 2848 Walking
24.73,1459,Person 2869 Walking
24.73,1459,Crowded Scene (15 people)
24.75,1460,Person 2612 Walking
24.75,1460,Person 2674 Walking
24.75,1460,Vehicle 2723 Stopping
24.75,1460,Vehicle 2760 Stopping
24.75,1460,Crowded Scene (15 people)
24.76,1461,Person 2612 Walking
24.76,1461,Person 2674 Walking
24.76,1461,Vehicle 2723 Stopping
24.76,1461,Vehicle 2760 Stopping
24.76,1461,Person 2840 Walking
24.76,1461,Crowded Scene (14 people)
24.78,1462,Person 2612 Walking
24.78,1462,Person 2674 Walking
24.78,1462,Vehicle 2723 Stopping
24.78,1462,Vehicle 2760 Stopping
24.78,1462,Person 2639 Walking
24.78,1462,Person 2840 Walking
24.78,1462,Crowded Scene (14 people)
24.80,1463,Vehicle 2723 Stopping
24.80,1463,Vehicle 2760 Stopping
24.80,1463,Person 2639 Walking
24.80,1463,Person 2840 Walking
24.80,1463,Crowded Scene (14 people)
24.81,1464,Person 2612 Walking
24.81,1464,Vehicle 2723 Stopping
24.81,1464,Vehicle 2760 Stopping
24.81,1464,Person 2639 Walking
24.81,1464,Person 2650 Walking
24.81,1464,Crowded Scene (15 people)
24.83,1465,Vehicle 2723 Stopping
24.83,1465,Vehicle 2760 Stopping
24.83,1465,Person 2639 Walking
24.83,1465,Person 2840 Walking
24.83,1465,Person 2650 Walking
24.83,1465,Crowded Scene (16 people)
24.85,1466,Person 2612 Walking
24.85,1466,Vehicle 2723 Stopping
24.85,1466,Vehicle 2760 Stopping
24.85,1466,Person 2639 Walking
24.85,1466,Person 2840 Walking
24.85,1466,Person 2650 Walking
24.85,1466,Crowded Scene (15 people)
24.86,1467,Person 2653 Walking
24.86,1467,Person 2585 Walking
24.86,1467,Vehicle 2723 Stopping
24.86,1467,Vehicle 2760 Stopping
24.86,1467,Person 2639 Walking
24.86,1467,Person 2650 Walking
24.86,1467,Person 2642 Walking
24.86,1467,Crowded Scene (15 people)
24.88,1468,Person 2653 Walking
24.88,1468,Person 2585 Walking
24.88,1468,Person 2695 Walking
24.88,1468,Vehicle 2723 Stopping
24.88,1468,Vehicle 2760 Stopping
24.88,1468,Person 2746 Walking
24.88,1468,Person 2650 Walking
24.88,1468,Crowded Scene (15 people)
24.90,1469,Person 2653 Walking
24.90,1469,Person 2585 Walking
24.90,1469,Person 2695 Walking
24.90,1469,Vehicle 2723 Stopping
24.90,1469,Vehicle 2760 Stopping
24.90,1469,Crowded Scene (15 people)
24.92,1470,Person 2612 Walking
24.92,1470,Person 2585 Walking
24.92,1470,Person 2695 Walking
24.92,1470,Vehicle 2723 Stopping
24.92,1470,Vehicle 2760 Stopping
24.92,1470,Person 2808 Walking
24.92,1470,Crowded Scene (15 people)
24.93,1471,Person 2612 Walking
24.93,1471,Person 2695 Walking
24.93,1471,Person 2707 Walking
24.93,1471,Vehicle 2723 Stopping
24.93,1471,Vehicle 2760 Stopping
24.93,1471,Crowded Scene (15 people)
24.95,1472,Person 2612 Walking
24.95,1472,Person 2695 Walking
24.95,1472,Person 2707 Walking
24.95,1472,Vehicle 2723 Stopping
24.95,1472,Vehicle 2760 Stopping
24.95,1472,Crowded Scene (15 people)
24.97,1473,Person 2612 Walking
24.97,1473,Person 2707 Walking
24.97,1473,Vehicle 2723 Stopping
24.97,1473,Vehicle 2760 Stopping
24.97,1473,Crowded Scene (15 people)
24.98,1474,Person 2612 Walking
24.98,1474,Person 2707 Walking
24.98,1474,Vehicle 2760 Stopping
24.98,1474,Person 2639 Walking
24.98,1474,Crowded Scene (16 people)
25.00,1475,Person 2707 Walking
25.00,1475,Vehicle 2760 Stopping
25.00,1475,Crowded Scene (16 people)
25.02,1476,Vehicle 2760 Stopping
25.02,1476,Crowded Scene (16 people)
25.03,1477,Vehicle 2760 Stopping
25.03,1477,Person 2746 Walking
25.03,1477,Person 2840 Walking
25.03,1477,Crowded Scene (17 people)
25.05,1478,Vehicle 2760 Stopping
25.05,1478,Vehicle 2871 Stopping
25.05,1478,Person 2840 Walking
25.05,1478,Crowded Scene (17 people)
25.07,1479,Person 2585 Walking
25.07,1479,Vehicle 2760 Stopping
25.07,1479,Vehicle 2871 Stopping
25.07,1479,Person 2746 Walking
25.07,1479,Person 2840 Walking
25.07,1479,Crowded Scene (17 people)
25.08,1480,Person 2585 Walking
25.08,1480,Vehicle 2760 Stopping
25.08,1480,Vehicle 2871 Stopping
25.08,1480,Person 2746 Walking
25.08,1480,Person 2840 Walking
25.08,1480,Crowded Scene (17 people)
25.10,1481,Person 2585 Walking
25.10,1481,Person 2695 Walking
25.10,1481,Vehicle 2760 Stopping
25.10,1481,Person 2869 Walking
25.10,1481,Vehicle 2871 Stopping
25.10,1481,Person 2840 Walking
25.10,1481,Crowded Scene (15 people)
25.12,1482,Person 2585 Walking
25.12,1482,Person 2695 Walking
25.12,1482,Vehicle 2760 Stopping
25.12,1482,Person 2869 Walking
25.12,1482,Vehicle 2871 Stopping
25.12,1482,Person 2653 Walking
25.12,1482,Crowded Scene (17 people)
25.14,1483,Person 2695 Walking
25.14,1483,Vehicle 2760 Stopping
25.14,1483,Vehicle 2871 Stopping
25.14,1483,Person 2746 Walking
25.14,1483,Crowded Scene (16 people)
25.15,1484,Person 2707 Walking
25.15,1484,Vehicle 2760 Stopping
25.15,1484,Person 2869 Walking
25.15,1484,Vehicle 2871 Stopping
25.15,1484,Person 2650 Walking
25.15,1484,Person 2746 Walking
25.15,1484,Crowded Scene (16 people)
25.17,1485,Person 2707 Walking
25.17,1485,Vehicle 2871 Stopping
25.17,1485,Person 2746 Walking
25.17,1485,Crowded Scene (16 people)
25.19,1486,Person 2707 Walking
25.19,1486,Vehicle 2871 Stopping
25.19,1486,Crowded Scene (15 people)
25.20,1487,Person 2707 Walking
25.20,1487,Vehicle 2871 Stopping
25.20,1487,Crowded Scene (15 people)
25.22,1488,Vehicle 2871 Stopping
25.22,1488,Crowded Scene (15 people)
25.24,1489,Vehicle 2871 Stopping
25.24,1489,Crowded Scene (15 people)
25.25,1490,Person 2869 Walking
25.25,1490,Vehicle 2871 Stopping
25.25,1490,Crowded Scene (15 people)
25.27,1491,Vehicle 2871 Stopping
25.27,1491,Crowded Scene (15 people)
25.29,1492,Person 2869 Walking
25.29,1492,Vehicle 2871 Stopping
25.29,1492,Person 2653 Walking
25.29,1492,Crowded Scene (16 people)
25.31,1493,Person 2869 Walking
25.31,1493,Vehicle 2871 Stopping
25.31,1493,Crowded Scene (16 people)
25.32,1494,Vehicle 2871 Stopping
25.32,1494,Crowded Scene (16 people)
25.34,1495,Vehicle 2871 Stopping
25.34,1495,Person 2840 Walking
25.34,1495,Crowded Scene (16 people)
25.36,1496,Vehicle 2871 Stopping
25.36,1496,Crowded Scene (16 people)
25.37,1497,Person 2639 Walking
25.37,1497,Vehicle 2871 Stopping
25.37,1497,Crowded Scene (16 people)
25.39,1498,Person 2869 Walking
25.39,1498,Vehicle 2871 Stopping
25.39,1498,Person 2910 Walking
25.39,1498,Crowded Scene (16 people)
25.41,1499,Vehicle 2871 Stopping
25.41,1499,Person 2840 Walking
25.41,1499,Crowded Scene (16 people)
25.42,1500,Person 2585 Walking
25.42,1500,Person 2869 Walking
25.42,1500,Vehicle 2871 Stopping
25.42,1500,Person 2910 Walking
25.42,1500,Crowded Scene (15 people)
25.44,1501,Vehicle 2871 Stopping
25.44,1501,Crowded Scene (15 people)
25.46,1502,Vehicle 2871 Stopping
25.46,1502,Crowded Scene (15 people)
25.47,1503,Vehicle 2871 Stopping
25.47,1503,Person 2653 Walking
25.47,1503,Crowded Scene (15 people)
25.49,1504,Person 2869 Walking
25.49,1504,Vehicle 2871 Stopping
25.49,1504,Crowded Scene (15 people)
25.51,1505,Person 2869 Walking
25.51,1505,Vehicle 2871 Stopping
25.51,1505,Crowded Scene (15 people)
25.53,1506,Person 2869 Walking
25.53,1506,Vehicle 2871 Stopping
25.53,1506,Crowded Scene (15 people)
25.54,1507,Vehicle 2871 Stopping
25.54,1507,Crowded Scene (15 people)
25.56,1508,Person 2869 Walking
25.56,1508,Vehicle 2871 Stopping
25.56,1508,Crowded Scene (15 people)
25.58,1509,Vehicle 2871 Stopping
25.58,1509,Crowded Scene (15 people)
25.59,1510,Person 2869 Walking
25.59,1510,Vehicle 2871 Stopping
25.59,1510,Crowded Scene (15 people)
25.61,1511,Vehicle 2871 Stopping
25.61,1511,Crowded Scene (15 people)
25.63,1512,Vehicle 2871 Stopping
25.63,1512,Crowded Scene (15 people)
25.64,1513,Vehicle 2871 Stopping
25.64,1513,Person 2910 Walking
25.64,1513,Crowded Scene (15 people)
25.66,1514,Vehicle 2871 Stopping
25.66,1514,Vehicle 2903 Stopping
25.66,1514,Person 2910 Walking
25.66,1514,Crowded Scene (15 people)
25.68,1515,Vehicle 2871 Stopping
25.68,1515,Vehicle 2903 Stopping
25.68,1515,Crowded Scene (15 people)
25.69,1516,Vehicle 2871 Stopping
25.69,1516,Vehicle 2903 Stopping
25.69,1516,Crowded Scene (15 people)
25.71,1517,Person 2869 Walking
25.71,1517,Vehicle 2871 Stopping
25.71,1517,Person 2653 Walking
25.71,1517,Vehicle 2903 Stopping
25.71,1517,Person 2910 Walking
25.71,1517,Vehicle 2760 Stopping
25.71,1517,Crowded Scene (15 people)
25.73,1518,Vehicle 2871 Stopping
25.73,1518,Vehicle 2903 Stopping
25.73,1518,Person 2910 Walking
25.73,1518,Vehicle 2760 Stopping
25.73,1518,Crowded Scene (15 people)
25.75,1519,Vehicle 2871 Stopping
25.75,1519,Vehicle 2903 Stopping
25.75,1519,Vehicle 2760 Stopping
25.75,1519,Crowded Scene (15 people)
25.76,1520,Person 2639 Walking
25.76,1520,Vehicle 2871 Stopping
25.76,1520,Vehicle 2903 Stopping
25.76,1520,Vehicle 2760 Stopping
25.76,1520,Crowded Scene (15 people)
25.78,1521,Vehicle 2871 Stopping
25.78,1521,Vehicle 2903 Stopping
25.78,1521,Person 2910 Walking
25.78,1521,Vehicle 2760 Stopping
25.78,1521,Crowded Scene (15 people)
25.80,1522,Vehicle 2871 Stopping
25.80,1522,Vehicle 2903 Stopping
25.80,1522,Vehicle 2760 Stopping
25.80,1522,Crowded Scene (15 people)
25.81,1523,Vehicle 2871 Stopping
25.81,1523,Vehicle 2903 Stopping
25.81,1523,Vehicle 2760 Stopping
25.81,1523,Crowded Scene (15 people)
25.83,1524,Vehicle 2871 Stopping
25.83,1524,Person 2653 Walking
25.83,1524,Vehicle 2903 Stopping
25.83,1524,Vehicle 2760 Stopping
25.83,1524,Crowded Scene (15 people)
25.85,1525,Person 2869 Walking
25.85,1525,Vehicle 2871 Stopping
25.85,1525,Vehicle 2903 Stopping
25.85,1525,Vehicle 2760 Stopping
25.85,1525,Crowded Scene (15 people)
25.86,1526,Person 2639 Walking
25.86,1526,Vehicle 2871 Stopping
25.86,1526,Person 2650 Walking
25.86,1526,Vehicle 2903 Stopping
25.86,1526,Vehicle 2760 Stopping
25.86,1526,Crowded Scene (15 people)
25.88,1527,Person 2639 Walking
25.88,1527,Vehicle 2871 Stopping
25.88,1527,Person 2650 Walking
25.88,1527,Vehicle 2903 Stopping
25.88,1527,Vehicle 2760 Stopping
25.88,1527,Crowded Scene (15 people)
25.90,1528,Person 2869 Walking
25.90,1528,Vehicle 2871 Stopping
25.90,1528,Person 2650 Walking
25.90,1528,Vehicle 2903 Stopping
25.90,1528,Vehicle 2760 Stopping
25.90,1528,Crowded Scene (15 people)
25.92,1529,Vehicle 2871 Stopping
25.92,1529,Vehicle 2903 Stopping
25.92,1529,Person 2910 Walking
25.92,1529,Vehicle 2760 Stopping
25.92,1529,Crowded Scene (15 people)
25.93,1530,Vehicle 2871 Stopping
25.93,1530,Vehicle 2903 Stopping
25.93,1530,Vehicle 2760 Stopping
25.93,1530,Crowded Scene (15 people)
25.95,1531,Vehicle 2871 Stopping
25.95,1531,Vehicle 2903 Stopping
25.95,1531,Vehicle 2760 Stopping
25.95,1531,Crowded Scene (13 people)
25.97,1532,Vehicle 2871 Stopping
25.97,1532,Vehicle 2903 Stopping
25.97,1532,Person 2910 Walking
25.97,1532,Vehicle 2760 Stopping
25.97,1532,Crowded Scene (14 people)
25.98,1533,Vehicle 2871 Stopping
25.98,1533,Vehicle 2903 Stopping
25.98,1533,Vehicle 2760 Stopping
25.98,1533,Crowded Scene (14 people)
26.00,1534,Vehicle 2871 Stopping
26.00,1534,Vehicle 2903 Stopping
26.00,1534,Vehicle 2760 Stopping
26.00,1534,Person 2869 Walking
26.00,1534,Crowded Scene (14 people)
26.02,1535,Vehicle 2871 Stopping
26.02,1535,Vehicle 2903 Stopping
26.02,1535,Vehicle 2760 Stopping
26.02,1535,Crowded Scene (14 people)
26.03,1536,Person 2639 Walking
26.03,1536,Vehicle 2871 Stopping
26.03,1536,Vehicle 2903 Stopping
26.03,1536,Vehicle 2760 Stopping
26.03,1536,Person 2869 Walking
26.03,1536,Crowded Scene (14 people)
26.05,1537,Vehicle 2871 Stopping
26.05,1537,Vehicle 2903 Stopping
26.05,1537,Vehicle 2760 Stopping
26.05,1537,Person 2869 Walking
26.05,1537,Person 2650 Walking
26.05,1537,Crowded Scene (14 people)
26.07,1538,Vehicle 2871 Stopping
26.07,1538,Vehicle 2903 Stopping
26.07,1538,Vehicle 2760 Stopping
26.07,1538,Crowded Scene (15 people)
26.08,1539,Vehicle 2871 Stopping
26.08,1539,Vehicle 2903 Stopping
26.08,1539,Vehicle 2760 Stopping
26.08,1539,Crowded Scene (15 people)
26.10,1540,Vehicle 2871 Stopping
26.10,1540,Vehicle 2903 Stopping
26.10,1540,Vehicle 2760 Stopping
26.10,1540,Person 2869 Walking
26.10,1540,Person 2639 Walking
26.10,1540,Crowded Scene (16 people)
26.12,1541,Vehicle 2871 Stopping
26.12,1541,Vehicle 2903 Stopping
26.12,1541,Vehicle 2760 Stopping
26.12,1541,Crowded Scene (17 people)
26.14,1542,Vehicle 2871 Stopping
26.14,1542,Vehicle 2903 Stopping
26.14,1542,Vehicle 2760 Stopping
26.14,1542,Person 2869 Walking
26.14,1542,Crowded Scene (17 people)
26.15,1543,Vehicle 2871 Stopping
26.15,1543,Vehicle 2903 Stopping
26.15,1543,Vehicle 2760 Stopping
26.15,1543,Person 2948 Walking
26.15,1543,Crowded Scene (17 people)
26.17,1544,Vehicle 2871 Stopping
26.17,1544,Vehicle 2903 Stopping
26.17,1544,Vehicle 2760 Stopping
26.17,1544,Person 2869 Walking
26.17,1544,Person 2948 Walking
26.17,1544,Crowded Scene (18 people)
26.19,1545,Vehicle 2871 Stopping
26.19,1545,Vehicle 2903 Stopping
26.19,1545,Vehicle 2760 Stopping
26.19,1545,Crowded Scene (18 people)
26.20,1546,Vehicle 2871 Stopping
26.20,1546,Vehicle 2903 Stopping
26.20,1546,Vehicle 2760 Stopping
26.20,1546,Crowded Scene (17 people)
26.22,1547,Vehicle 2871 Stopping
26.22,1547,Vehicle 2903 Stopping
26.22,1547,Vehicle 2760 Stopping
26.22,1547,Crowded Scene (17 people)
26.24,1548,Vehicle 2871 Stopping
26.24,1548,Vehicle 2903 Stopping
26.24,1548,Vehicle 2760 Stopping
26.24,1548,Crowded Scene (18 people)
26.25,1549,Vehicle 2871 Stopping
26.25,1549,Vehicle 2903 Stopping
26.25,1549,Vehicle 2760 Stopping
26.25,1549,Crowded Scene (18 people)
26.27,1550,Vehicle 2871 Stopping
26.27,1550,Vehicle 2903 Stopping
26.27,1550,Vehicle 2760 Stopping
26.27,1550,Person 2972 Walking
26.27,1550,Crowded Scene (18 people)
26.29,1551,Vehicle 2871 Stopping
26.29,1551,Vehicle 2903 Stopping
26.29,1551,Vehicle 2760 Stopping
26.29,1551,Person 2639 Walking
26.29,1551,Person 2972 Walking
26.29,1551,Crowded Scene (18 people)
26.31,1552,Vehicle 2871 Stopping
26.31,1552,Vehicle 2903 Stopping
26.31,1552,Vehicle 2760 Stopping
26.31,1552,Person 2960 Walking
26.31,1552,Crowded Scene (19 people)
26.32,1553,Vehicle 2871 Stopping
26.32,1553,Vehicle 2903 Stopping
26.32,1553,Vehicle 2760 Stopping
26.32,1553,Crowded Scene (19 people)
26.34,1554,Vehicle 2871 Stopping
26.34,1554,Vehicle 2903 Stopping
26.34,1554,Vehicle 2760 Stopping
26.34,1554,Person 2960 Walking
26.34,1554,Crowded Scene (20 people)
26.36,1555,Vehicle 2871 Stopping
26.36,1555,Vehicle 2903 Stopping
26.36,1555,Vehicle 2760 Stopping
26.36,1555,Person 2960 Walking
26.36,1555,Crowded Scene (21 people)
26.37,1556,Vehicle 2871 Stopping
26.37,1556,Vehicle 2903 Stopping
26.37,1556,Vehicle 2760 Stopping
26.37,1556,Person 2960 Walking
26.37,1556,Person 2992 Walking
26.37,1556,Crowded Scene (21 people)
26.39,1557,Vehicle 2871 Stopping
26.39,1557,Vehicle 2903 Stopping
26.39,1557,Vehicle 2760 Stopping
26.39,1557,Person 2960 Walking
26.39,1557,Person 2992 Walking
26.39,1557,Crowded Scene (22 people)
26.41,1558,Vehicle 2871 Stopping
26.41,1558,Vehicle 2903 Stopping
26.41,1558,Vehicle 2760 Stopping
26.41,1558,Person 2960 Walking
26.41,1558,Crowded Scene (21 people)
26.42,1559,Vehicle 2871 Stopping
26.42,1559,Vehicle 2903 Stopping
26.42,1559,Vehicle 2760 Stopping
26.42,1559,Crowded Scene (21 people)
26.44,1560,Vehicle 2871 Stopping
26.44,1560,Vehicle 2903 Stopping
26.44,1560,Vehicle 2760 Stopping
26.44,1560,Person 2992 Walking
26.44,1560,Crowded Scene (21 people)
26.46,1561,Vehicle 2871 Stopping
26.46,1561,Vehicle 2903 Stopping
26.46,1561,Vehicle 2760 Stopping
26.46,1561,Person 2992 Walking
26.46,1561,Crowded Scene (21 people)
26.47,1562,Vehicle 2871 Stopping
26.47,1562,Vehicle 2903 Stopping
26.47,1562,Vehicle 2760 Stopping
26.47,1562,Person 2967 Walking
26.47,1562,Person 2992 Walking
26.47,1562,Crowded Scene (21 people)
26.49,1563,Vehicle 2871 Stopping
26.49,1563,Vehicle 2903 Stopping
26.49,1563,Vehicle 2760 Stopping
26.49,1563,Person 2967 Walking
26.49,1563,Person 2972 Walking
26.49,1563,Person 2992 Walking
26.49,1563,Crowded Scene (21 people)
26.51,1564,Vehicle 2871 Stopping
26.51,1564,Vehicle 2903 Stopping
26.51,1564,Vehicle 2760 Stopping
26.51,1564,Crowded Scene (21 people)
26.53,1565,Vehicle 2871 Stopping
26.53,1565,Vehicle 2903 Stopping
26.53,1565,Vehicle 2760 Stopping
26.53,1565,Person 2972 Walking
26.53,1565,Person 2992 Walking
26.53,1565,Crowded Scene (21 people)
26.54,1566,Vehicle 2871 Stopping
26.54,1566,Vehicle 2903 Stopping
26.54,1566,Vehicle 2760 Stopping
26.54,1566,Person 2972 Walking
26.54,1566,Person 2995 Walking
26.54,1566,Person 2992 Walking
26.54,1566,Crowded Scene (21 people)
26.56,1567,Vehicle 2871 Stopping
26.56,1567,Vehicle 2903 Stopping
26.56,1567,Vehicle 2760 Stopping
26.56,1567,Person 2992 Walking
26.56,1567,Crowded Scene (21 people)
26.58,1568,Person 2666 Walking
26.58,1568,Vehicle 2871 Stopping
26.58,1568,Vehicle 2903 Stopping
26.58,1568,Vehicle 2760 Stopping
26.58,1568,Person 2982 Walking
26.58,1568,Person 2992 Walking
26.58,1568,Crowded Scene (21 people)
26.59,1569,Vehicle 2871 Stopping
26.59,1569,Vehicle 2903 Stopping
26.59,1569,Vehicle 2760 Stopping
26.59,1569,Person 2992 Walking
26.59,1569,Crowded Scene (21 people)
26.61,1570,Vehicle 2871 Stopping
26.61,1570,Person 2653 Walking
26.61,1570,Vehicle 2903 Stopping
26.61,1570,Vehicle 2760 Stopping
26.61,1570,Crowded Scene (21 people)
26.63,1571,Vehicle 2871 Stopping
26.63,1571,Vehicle 2903 Stopping
26.63,1571,Vehicle 2760 Stopping
26.63,1571,Crowded Scene (21 people)
26.64,1572,Vehicle 2871 Stopping
26.64,1572,Vehicle 2903 Stopping
26.64,1572,Vehicle 2760 Stopping
26.64,1572,Person 2948 Walking
26.64,1572,Person 3012 Walking
26.64,1572,Crowded Scene (21 people)
26.66,1573,Vehicle 2871 Stopping
26.66,1573,Vehicle 2903 Stopping
26.66,1573,Vehicle 2760 Stopping
26.66,1573,Person 2948 Walking
26.66,1573,Person 3012 Walking
26.66,1573,Person 2982 Walking
26.66,1573,Crowded Scene (22 people)
26.68,1574,Vehicle 2871 Stopping
26.68,1574,Vehicle 2903 Stopping
26.68,1574,Vehicle 2760 Stopping
26.68,1574,Person 2995 Walking
26.68,1574,Person 2992 Walking
26.68,1574,Person 3012 Walking
26.68,1574,Crowded Scene (22 people)
26.69,1575,Vehicle 2871 Stopping
26.69,1575,Vehicle 2903 Stopping
26.69,1575,Vehicle 2760 Stopping
26.69,1575,Crowded Scene (22 people)
26.71,1576,Vehicle 2871 Stopping
26.71,1576,Vehicle 2903 Stopping
26.71,1576,Vehicle 2760 Stopping
26.71,1576,Person 2995 Walking
26.71,1576,Crowded Scene (21 people)
26.73,1577,Vehicle 2871 Stopping
26.73,1577,Vehicle 2903 Stopping
26.73,1577,Vehicle 2760 Stopping
26.73,1577,Person 2995 Walking
26.73,1577,Crowded Scene (21 people)
26.75,1578,Vehicle 2871 Stopping
26.75,1578,Vehicle 2903 Stopping
26.75,1578,Vehicle 2760 Stopping
26.75,1578,Crowded Scene (21 people)
26.76,1579,Vehicle 2871 Stopping
26.76,1579,Vehicle 2903 Stopping
26.76,1579,Vehicle 2760 Stopping
26.76,1579,Crowded Scene (21 people)
26.78,1580,Vehicle 2871 Stopping
26.78,1580,Vehicle 2903 Stopping
26.78,1580,Vehicle 2760 Stopping
26.78,1580,Person 2960 Walking
26.78,1580,Crowded Scene (21 people)
26.80,1581,Vehicle 2871 Stopping
26.80,1581,Vehicle 2903 Stopping
26.80,1581,Vehicle 2760 Stopping
26.80,1581,Person 2960 Walking
26.80,1581,Person 2973 Walking
26.80,1581,Person 3012 Walking
26.80,1581,Crowded Scene (20 people)
26.81,1582,Vehicle 2871 Stopping
26.81,1582,Vehicle 2903 Stopping
26.81,1582,Vehicle 2760 Stopping
26.81,1582,Person 2992 Walking
26.81,1582,Person 3012 Walking
26.81,1582,Crowded Scene (20 people)
26.83,1583,Vehicle 2871 Stopping
26.83,1583,Vehicle 2903 Stopping
26.83,1583,Vehicle 2760 Stopping
26.83,1583,Person 2960 Walking
26.83,1583,Person 3012 Walking
26.83,1583,Crowded Scene (20 people)
26.85,1584,Vehicle 2871 Stopping
26.85,1584,Vehicle 2903 Stopping
26.85,1584,Vehicle 2760 Stopping
26.85,1584,Person 2973 Walking
26.85,1584,Crowded Scene (20 people)
26.86,1585,Vehicle 2871 Stopping
26.86,1585,Vehicle 2903 Stopping
26.86,1585,Vehicle 2760 Stopping
